road_id,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,temperature,humidity,traffic_level,average_speed,road_condition,road_age,maintenance_score,slope,elevation,river_distance,historical_incidents,incident_count_7d,incident_count_30d,previous_disruptions,disruption
NH13_010,26.113144,90.969,2.51,5.51,5.14,9.59,16.2,66.1,0.4523,40.7,0.9008,19.0,0.5555,11.63,464.1,2.261,5,2,4,4,0
SH03_001,24.805964,94.990024,0.27,0.42,0.77,1.34,14.4,43.8,0.2099,49.2,0.9309,11.4,0.5505,6.33,2906.2,6.637,2,1,4,3,0
NH15_005,27.040131,93.991497,4.53,18.49,22.33,32.71,10.7,77.1,0.2875,51.0,0.6895,25.9,0.1,0.56,3329.6,0.911,2,2,2,1,0
NH37_001,28.011427,96.587361,4.49,6.43,10.67,18.41,21.0,83.1,0.5324,39.6,0.479,1.8,0.78,19.33,2861.3,5.609,4,0,1,1,0
NH15_004,25.950606,91.554739,1.21,3.05,4.54,7.6,25.1,89.7,0.382,42.1,0.6663,2.0,0.932,8.98,1824.8,0.217,5,0,4,0,0
NH13_005,24.898791,91.010778,1.8,3.88,6.18,9.36,27.8,75.1,0.3887,39.0,0.3012,25.2,0.3974,3.86,3157.0,3.067,1,0,3,1,0
SH02_002,25.245781,92.4614,0.29,0.41,0.73,1.05,25.0,35.4,0.2668,50.3,0.5625,11.6,0.7481,1.17,1415.6,0.125,3,2,2,3,0
NH13_001,28.499621,90.825037,0.2,0.43,0.75,1.12,18.7,89.7,0.3538,42.8,0.5362,19.3,0.4572,15.66,3430.0,0.062,2,1,5,5,0
NH13_006,25.472068,96.985363,0.98,2.19,4.26,6.23,28.5,47.6,0.3697,42.5,0.6989,18.4,0.3426,1.93,3182.1,0.216,5,1,4,0,0
NH13_007,28.260864,95.22434,1.61,7.55,10.64,15.17,20.7,53.8,0.5346,34.5,0.8926,26.2,0.2692,3.99,1320.1,0.217,2,1,5,3,1
NH13_009,25.821597,95.830676,3.91,7.72,12.43,16.28,22.4,61.7,0.3448,44.3,0.923,19.9,0.4394,2.71,3342.8,7.238,1,3,2,0,0
NH13_004,25.038029,95.459936,0.64,2.15,3.12,4.45,18.0,74.3,0.6186,32.4,0.285,16.9,0.5857,7.16,3375.6,8.017,8,1,3,3,0
NH13_001,28.000197,91.569708,4.78,9.58,15.03,20.98,20.5,91.5,0.4819,46.1,0.8221,2.5,0.9524,4.0,3276.6,1.51,2,2,1,2,0
NH27_001,26.576998,90.783056,9.36,19.78,33.43,54.01,19.5,52.2,0.5908,35.1,0.4532,4.9,0.6459,6.16,1879.9,3.628,2,1,1,0,1
SH03_001,24.172025,93.006639,1.68,3.11,5.11,6.53,13.7,83.5,0.4815,33.5,0.815,9.8,0.4892,5.65,1018.1,1.887,2,1,5,2,0
NH13_004,29.279683,96.083447,3.17,5.66,8.46,11.4,25.8,52.6,0.4116,44.0,0.4447,28.5,0.2247,10.08,2757.3,3.382,2,1,7,0,0
NH13_009,24.812644,92.244968,0.81,1.74,3.73,5.52,23.0,61.5,0.1641,59.4,0.255,2.9,0.728,14.22,3378.3,0.075,2,2,4,1,0
NH37_001,25.943738,89.773635,1.6,3.69,3.93,6.19,26.8,94.7,0.3067,47.3,0.5617,3.2,0.9116,20.42,1462.0,1.503,1,2,4,2,0
SH02_001,26.11637,94.782467,1.22,4.44,4.74,9.37,17.8,64.8,0.1927,51.4,0.4187,9.5,0.4455,16.15,2661.5,2.789,4,2,2,3,0
NH27_001,26.691864,91.240486,10.28,39.42,63.84,80.2,26.2,86.6,0.6994,23.9,0.3037,8.6,0.8178,12.07,2539.8,3.878,1,0,3,0,1
NH27_003,28.319942,93.879831,4.94,12.53,14.44,26.61,12.6,77.6,0.8272,26.0,0.4079,26.7,0.3773,4.08,2415.0,0.859,3,0,4,1,1
NH37_003,24.033497,89.814576,3.87,11.9,15.31,23.46,25.2,81.8,0.1143,52.0,0.3775,10.4,0.7944,45.66,2743.6,4.117,5,2,4,1,0
NH15_003,29.128596,93.618144,1.16,1.95,2.36,3.91,26.1,95.2,0.2346,41.6,0.9345,26.4,0.2575,32.97,1457.8,2.205,5,3,3,1,0
NH13_006,27.552942,92.730785,0.55,1.13,1.26,2.1,15.8,61.3,0.4555,36.6,0.2003,15.6,0.602,1.41,2280.3,1.445,3,1,3,0,0
SH01_001,29.228569,96.479172,3.54,4.44,7.98,12.75,28.7,74.0,0.7178,37.4,0.4982,16.7,0.4434,8.33,1092.3,4.224,4,1,2,0,0
NH27_005,28.495642,95.257966,5.36,14.72,28.31,42.15,31.4,63.8,0.3063,52.4,0.8645,26.6,0.2498,3.71,2583.5,1.984,5,2,10,1,0
NH13_001,29.10311,89.977417,20.03,30.18,41.5,82.5,18.6,78.8,0.3072,54.0,0.3414,21.3,0.2679,2.32,324.7,0.801,3,1,3,1,1
NH27_002,27.305503,95.779322,0.05,0.14,0.13,0.24,30.7,98.8,0.3661,45.6,0.4326,23.8,0.2231,2.7,1112.6,8.154,3,0,6,2,1
NH13_003,25.965199,95.792451,27.21,92.41,155.26,227.0,11.8,47.6,0.43,32.4,0.8514,11.9,0.7474,21.3,2045.8,0.409,4,3,3,2,1
NH27_003,26.436027,94.808254,3.43,5.23,9.56,13.25,21.2,62.1,0.3146,48.9,0.5649,6.6,0.8306,3.31,3007.9,3.82,2,1,2,0,1
NH27_005,27.619178,96.855585,7.14,9.73,18.53,26.38,6.3,53.9,0.4132,55.3,0.6234,24.1,0.1072,7.74,1307.5,1.141,2,0,4,2,0
NH13_004,26.348125,95.885052,0.18,0.29,0.52,0.65,27.6,89.2,0.4242,36.9,0.6823,27.7,0.2258,7.23,1552.4,0.059,1,0,2,0,1
NH15_004,28.0242,91.38552,1.53,3.03,2.73,5.3,12.8,89.9,0.5658,28.9,0.2667,19.3,0.4709,6.15,3016.7,7.712,3,0,0,3,0
NH13_004,24.505164,92.637903,2.84,11.74,15.31,23.38,10.3,76.6,0.0958,51.0,0.4246,1.6,1.0,6.73,2779.7,2.518,6,0,1,1,0
NH37_003,28.564927,92.394409,0.39,0.51,0.89,1.43,23.6,87.9,0.6487,37.1,0.3876,6.0,0.712,17.96,1553.3,0.053,1,0,4,1,0
SH02_001,25.123038,93.58779,0.04,0.07,0.07,0.13,28.2,84.7,0.3763,34.2,0.7495,14.6,0.5665,13.94,1258.6,3.02,2,1,3,0,0
NH13_003,29.191712,97.043595,2.81,6.9,9.07,11.82,19.6,81.6,0.4466,44.7,0.7242,9.6,0.8322,20.95,1135.1,0.7,4,0,4,2,0
NH15_002,24.855502,94.440107,0.94,3.54,3.74,6.89,22.8,57.9,0.2902,46.2,0.6527,11.6,0.7496,13.59,1777.2,5.765,1,1,1,3,0
SH03_001,24.710403,92.109631,10.01,26.57,36.21,55.58,32.6,91.7,0.4025,43.4,0.6568,19.6,0.3432,4.42,2832.0,0.36,3,0,6,2,0
NH13_010,28.465319,96.949687,0.7,2.96,3.29,5.91,16.3,95.8,0.8733,27.4,0.9185,18.3,0.3985,38.05,545.1,8.844,3,0,6,2,0
NH13_004,28.50286,95.09209,0.66,3.41,4.13,6.54,16.1,72.1,0.7404,28.5,0.6867,1.9,0.9607,3.1,1672.3,0.583,2,0,11,1,0
NH15_005,28.063177,91.74882,5.57,10.95,14.47,19.62,28.5,68.9,0.3697,44.5,0.5492,5.9,0.8425,3.56,130.0,3.84,4,1,4,1,0
NH37_001,29.282918,96.680148,9.25,15.63,22.3,31.4,23.3,51.0,0.4818,40.9,0.6549,4.0,0.88,0.64,1539.9,0.214,4,2,3,2,0
NH37_005,25.487968,92.350439,0.78,1.26,1.95,2.74,30.5,64.6,0.6733,38.2,0.6727,11.3,0.8497,14.63,1246.8,3.484,0,1,4,1,0
NH13_010,28.546568,93.674827,4.18,9.83,15.65,27.72,14.2,91.5,0.8453,25.6,0.7503,26.9,0.3589,20.63,523.9,3.573,2,1,2,2,0
SH02_002,25.936223,93.390016,0.8,1.47,1.8,3.56,11.3,88.0,0.2058,43.6,0.5703,4.7,0.9859,1.19,2833.4,7.043,4,0,3,1,0
NH37_001,26.955692,96.811958,1.51,2.46,5.41,7.56,13.4,76.8,0.2623,50.9,0.8743,29.5,0.1466,40.75,1203.6,0.942,1,0,7,2,0
NH13_009,26.4508,91.745608,3.76,9.8,10.05,18.9,26.2,89.5,0.6067,38.6,0.8576,3.2,0.8904,46.05,3238.0,3.69,4,1,7,2,0
SH02_002,24.032175,92.266462,4.48,14.42,14.89,24.12,29.2,60.4,0.5454,50.3,0.6962,6.9,0.8768,6.62,1842.9,1.305,5,1,7,1,0
SH02_001,27.159542,94.783233,3.33,3.79,8.69,11.54,28.4,83.8,0.4488,42.9,0.4769,28.4,0.173,7.43,99.0,4.799,4,1,1,0,0
NH15_005,28.111282,96.526941,0.42,0.7,1.01,1.63,25.3,85.0,0.5475,42.6,0.3028,4.4,0.8631,1.4,1468.3,2.102,5,2,5,3,0
NH13_001,24.960038,90.584607,0.15,0.27,0.34,0.54,29.5,73.9,0.6379,34.9,0.426,25.0,0.2082,20.37,300.0,0.478,2,0,4,1,0
NH37_003,29.124107,91.316103,0.61,1.75,4.47,5.68,18.4,89.5,0.3134,48.4,0.4641,20.7,0.3177,10.92,1612.2,1.465,3,3,3,0,0
NH37_002,26.917197,96.999866,5.25,12.43,22.24,28.78,10.1,87.1,0.3724,51.5,0.3533,14.0,0.5811,3.35,1966.8,1.424,4,1,5,0,0
NH13_005,24.980353,95.685188,3.05,7.47,7.31,13.87,12.3,89.5,0.554,48.0,0.7358,27.3,0.2567,16.35,273.0,5.987,3,1,5,1,0
NH37_005,27.552712,92.364737,2.4,4.02,7.88,10.37,13.3,76.8,0.195,54.9,0.4804,5.5,0.9801,1.75,2061.8,0.398,2,0,3,1,1
SH01_001,25.055575,92.453788,2.04,3.64,4.74,7.32,10.4,63.3,0.2592,56.1,0.7192,14.1,0.7128,2.59,1457.7,0.824,3,0,4,4,0
NH13_004,24.349433,93.315411,1.52,5.49,8.42,11.39,13.8,61.7,0.2426,37.3,0.5889,2.4,0.8312,17.82,913.1,2.714,2,0,4,2,0
NH27_002,27.769234,94.888256,0.22,0.94,1.11,1.84,16.4,83.0,0.4057,38.2,0.3054,18.2,0.4456,2.23,1079.2,0.946,2,1,2,2,1
NH13_005,24.608822,94.020017,6.14,8.2,17.34,22.03,25.6,48.8,0.2881,45.4,0.7569,24.9,0.4351,15.05,1340.3,0.764,1,0,1,1,1
NH27_003,24.584196,95.676124,4.86,8.47,17.86,24.16,23.8,90.2,0.3048,49.7,0.5156,28.7,0.2718,1.25,1727.6,9.587,4,0,5,0,0
NH15_003,28.06969,90.117084,0.93,1.37,2.85,4.49,31.1,85.7,0.5356,33.2,0.5274,2.4,1.0,9.7,421.0,2.721,4,1,1,2,0
NH13_001,24.303612,96.006614,3.79,6.05,8.29,13.62,14.6,96.7,0.8019,25.7,0.4635,7.2,0.6906,14.66,2529.0,3.569,2,1,0,1,0
SH02_002,28.45373,90.146995,0.17,0.24,0.38,0.67,24.2,61.0,0.5574,38.2,0.6132,13.1,0.6496,15.98,353.6,0.062,2,0,6,0,0
NH13_005,28.378818,96.483499,2.34,4.71,5.54,9.51,29.9,87.2,0.3948,49.3,0.6905,4.4,0.9084,7.35,373.1,3.16,5,0,4,1,0
NH37_003,24.777664,90.033059,0.84,2.85,3.88,6.13,18.9,61.9,0.3393,47.1,0.533,25.8,0.289,40.81,2561.4,1.057,5,1,7,2,0
NH13_006,26.851094,90.68431,9.66,23.7,26.11,43.07,19.3,69.9,0.6273,38.2,0.4469,28.8,0.276,1.7,2033.7,0.111,5,1,4,2,0
SH02_001,24.53144,91.08742,1.06,3.02,3.88,5.6,30.3,59.8,0.3882,43.4,0.7895,17.1,0.3831,20.28,3349.1,5.677,3,1,1,1,0
NH27_003,27.479142,91.417491,5.54,10.18,17.22,24.93,19.9,75.5,0.3499,43.0,0.3007,19.2,0.4115,12.3,2816.6,3.939,5,1,5,3,0
NH27_005,24.346115,92.793568,0.92,1.66,2.38,4.27,30.6,74.7,0.5101,47.1,0.89,12.1,0.5979,9.58,876.7,4.82,0,1,2,3,0
NH15_003,29.194645,94.747211,0.03,0.1,0.17,0.3,13.1,71.6,0.726,31.8,0.3482,26.9,0.364,24.85,897.4,1.643,2,1,7,0,0
NH15_005,25.142519,96.573046,0.91,2.84,2.77,5.39,31.7,54.4,0.6141,29.5,0.2325,10.4,0.7435,38.33,2148.1,1.542,3,1,4,1,0
NH37_005,27.755921,93.738672,1.86,4.37,5.98,9.73,29.5,47.9,0.6373,33.5,0.7024,13.6,0.7109,15.75,3038.0,4.224,2,3,4,2,0
NH27_004,24.705603,93.800171,1.83,3.66,5.86,9.13,16.3,96.4,0.0266,63.9,0.7281,5.6,0.7679,6.05,232.7,5.988,3,1,4,2,0
SH01_001,25.15278,92.158649,1.12,4.76,4.95,9.32,20.2,84.6,0.1942,45.6,0.8107,9.4,0.5874,15.48,2492.8,1.308,3,2,4,0,1
NH13_001,26.480223,95.865239,1.02,1.39,1.91,3.64,14.6,78.0,0.226,46.2,0.4848,29.4,0.1,0.75,458.6,0.405,2,2,3,0,0
NH37_005,27.152029,90.550744,0.78,2.08,2.73,4.7,19.0,59.0,0.5814,31.6,0.444,12.8,0.7582,6.8,1122.0,0.465,3,0,6,2,0
NH13_004,29.493748,92.018494,0.3,0.66,0.99,1.53,12.6,80.1,0.4051,45.4,0.4413,20.4,0.5251,2.54,434.3,1.834,1,2,3,6,0
NH13_009,24.142594,90.446757,0.11,0.17,0.36,0.45,11.3,79.7,0.4977,37.3,0.768,21.8,0.4267,15.93,1600.8,2.54,3,2,3,0,0
NH27_005,24.001729,91.349192,1.55,3.42,4.93,6.37,14.5,95.2,0.4714,34.6,0.6722,13.1,0.6785,5.54,2140.1,0.326,4,1,4,0,0
NH13_008,25.927019,94.216804,0.46,1.33,1.61,2.6,28.2,83.4,0.1944,46.0,0.585,20.5,0.4089,2.37,113.6,3.657,1,2,1,0,0
NH27_004,26.01386,90.669895,4.22,15.27,22.34,33.51,10.8,89.4,0.6165,40.7,0.4075,24.3,0.2468,5.36,2792.0,2.303,1,0,4,2,0
NH15_004,28.861105,90.474757,0.05,0.18,0.23,0.35,30.2,57.3,0.4305,42.6,0.781,13.3,0.6256,1.8,142.1,5.085,3,0,5,1,0
NH13_007,29.019204,96.059513,1.48,3.63,6.7,11.11,27.5,82.0,0.403,45.7,0.7768,2.2,0.7777,5.23,2957.0,0.165,0,0,5,2,0
NH15_001,28.842887,90.610903,21.44,61.79,109.05,144.04,29.9,71.6,0.2788,47.7,0.4326,17.3,0.4612,26.62,324.1,1.769,0,0,4,1,0
NH37_001,24.787483,94.382011,1.26,2.75,3.36,5.72,24.1,96.5,0.0473,51.0,0.5316,29.2,0.4314,22.87,3451.2,4.614,4,0,9,2,1
NH27_003,26.266577,92.410486,1.52,3.08,4.62,7.36,31.9,91.5,0.4684,44.9,0.7711,28.9,0.1681,3.81,296.6,1.372,5,1,3,2,0
NH37_004,28.102368,96.602027,1.79,6.9,10.36,13.42,13.4,89.4,0.5083,36.7,0.5617,18.9,0.4461,10.23,2672.1,0.05,1,0,2,0,0
SH02_001,25.719361,95.148135,3.54,6.84,9.04,14.97,30.2,90.9,0.4716,43.4,0.9208,6.4,0.8612,2.36,3038.1,0.078,4,0,1,1,0
SH01_002,27.647809,90.157613,0.47,1.73,2.72,4.17,40.0,74.6,0.1705,50.9,0.6816,16.2,0.4586,7.28,1724.5,0.05,3,1,2,2,1
NH27_003,25.304286,96.595104,0.51,0.76,1.37,1.8,20.4,59.4,0.5148,35.5,0.5352,11.9,0.5505,29.5,1890.9,8.571,4,2,4,0,0
NH37_004,25.778806,92.887021,3.93,9.49,11.02,18.43,21.7,84.4,0.3901,46.4,0.6004,1.6,0.9925,17.84,2280.9,5.357,1,0,1,0,0
NH13_009,28.732363,91.996351,0.11,0.16,0.4,0.51,16.5,82.3,0.2272,48.5,0.6196,6.1,0.8485,4.17,2295.7,4.266,5,2,9,1,0
NH15_003,25.3778,94.880422,3.72,13.06,13.29,23.69,22.4,73.7,0.613,44.9,0.4163,16.4,0.4909,37.23,2808.7,4.868,2,1,7,1,0
NH13_004,29.303782,95.228399,0.86,1.35,3.01,4.27,23.1,52.1,0.6229,40.9,0.9243,25.5,0.1,11.17,1465.3,0.472,4,1,7,2,0
NH15_002,25.684428,92.035031,1.37,2.52,3.84,7.42,7.8,83.0,0.4305,36.1,0.6785,2.9,1.0,7.87,2993.1,1.073,2,2,5,0,0
SH02_001,24.129405,92.407755,1.03,1.92,2.34,3.54,25.7,39.2,0.3044,48.3,0.5163,6.9,1.0,0.74,359.8,1.025,3,0,3,3,0
NH15_003,25.401955,90.903745,6.31,22.59,30.01,54.78,28.7,97.7,0.2801,47.5,0.917,22.8,0.4944,3.97,529.8,3.618,0,0,1,0,0
NH13_004,24.941627,94.269515,2.01,4.58,7.21,10.47,16.7,84.1,0.2155,47.8,0.6524,24.9,0.1935,5.98,2997.0,1.103,3,1,1,2,0
NH37_005,26.787548,97.0682,1.22,1.94,3.23,4.71,19.5,51.0,0.3264,42.4,0.7362,1.5,0.8601,4.46,3117.6,0.539,2,1,3,3,0
SH02_002,24.619938,92.908008,0.95,1.48,2.83,4.53,27.1,81.7,0.1533,51.6,0.6885,3.4,0.8614,6.01,2642.8,10.646,4,1,7,2,0
SH01_002,27.443269,97.370788,1.28,2.9,4.67,6.0,16.4,83.0,0.1596,60.9,0.5023,20.6,0.333,5.63,298.9,6.146,5,1,3,0,1
NH13_009,28.811945,91.058392,59.78,107.33,162.55,211.82,26.5,62.8,0.1906,54.6,0.351,7.6,0.5691,4.16,2529.7,1.016,2,0,1,3,0
NH15_004,25.993854,95.829966,0.2,0.42,0.84,1.17,23.7,88.3,0.2388,50.9,0.8109,2.6,0.8824,6.97,868.6,0.93,4,3,5,0,0
NH37_001,24.92671,96.846434,3.38,17.69,24.09,33.65,36.0,76.4,0.6876,25.8,0.3346,22.8,0.3457,3.09,3020.2,5.787,2,3,5,1,0
NH13_008,26.200137,94.998019,4.67,5.4,8.52,16.37,21.2,73.0,0.135,36.5,0.5316,29.9,0.1,2.54,1117.0,4.947,2,1,6,2,0
NH13_009,28.322818,90.541812,6.8,33.97,38.09,63.8,18.8,77.5,0.1909,47.1,0.7989,9.2,0.7536,4.39,1863.6,3.734,2,2,4,3,0
NH13_008,27.253182,92.214368,4.63,9.1,10.0,17.83,23.5,73.5,0.29,55.4,0.1445,13.2,0.6321,0.91,1057.0,6.431,0,0,3,1,0
SH03_001,24.556288,90.359627,0.95,4.26,4.58,7.42,22.7,38.4,0.579,34.7,0.8401,15.3,0.6728,8.12,1332.9,0.359,1,2,3,1,0
NH27_003,26.954529,94.333461,3.21,16.77,16.42,30.82,31.8,77.6,0.2718,46.2,0.5603,14.4,0.5595,8.63,829.7,4.681,0,1,3,2,0
SH01_001,26.57447,97.385746,1.74,5.64,6.07,10.19,31.5,65.1,0.5161,43.0,0.8551,12.0,0.853,5.53,2778.6,0.13,3,1,7,1,0
NH27_005,25.799117,92.585611,5.8,12.49,14.27,21.26,17.6,73.9,0.5875,36.7,0.3237,28.5,0.2149,3.37,1116.8,2.126,3,0,1,0,0
SH02_002,24.605883,90.954677,5.86,30.19,30.01,54.57,20.8,67.2,0.5896,32.7,0.5574,7.9,0.751,25.92,1643.4,0.738,3,0,3,4,0
NH13_004,29.396116,91.768529,1.28,4.53,4.47,8.41,17.8,82.8,0.367,47.6,0.6612,29.6,0.3067,1.63,689.2,0.578,7,1,5,1,0
SH01_002,24.968238,94.095175,0.64,1.46,2.9,4.08,16.8,67.5,0.1174,58.0,0.6521,24.6,0.3424,4.5,2851.0,1.693,4,0,6,2,0
NH13_002,25.060086,94.081006,0.36,1.58,1.72,3.0,5.0,63.6,0.6268,46.3,0.5752,24.3,0.2526,9.06,2990.8,0.315,2,0,11,2,1
NH15_005,24.800705,91.46962,1.65,6.8,8.93,13.88,32.1,87.3,0.1827,59.2,0.6413,29.8,0.1513,1.46,1900.2,9.287,5,0,4,3,1
NH37_003,27.136062,95.480427,0.61,1.27,1.62,2.16,18.0,94.0,0.4169,41.6,0.8087,25.6,0.3787,2.1,2997.9,2.372,0,2,3,3,0
NH15_001,26.440183,90.377695,1.08,2.34,2.78,4.53,19.3,85.8,0.6594,33.6,0.5879,18.3,0.5213,5.81,861.1,3.273,2,1,3,1,0
NH13_005,25.372565,94.49741,0.31,0.72,1.01,1.91,38.6,63.1,0.2073,45.1,0.4251,13.0,0.6848,1.35,196.6,6.663,0,0,7,2,0
NH13_006,26.361829,92.977882,2.22,5.26,11.07,15.05,18.2,65.1,0.5949,35.2,0.3711,13.9,0.7132,6.29,1313.3,2.026,3,2,1,1,0
NH27_005,27.70437,90.679248,0.28,0.99,1.86,2.58,20.9,64.9,0.3329,49.1,0.8123,13.1,0.5281,5.54,2565.4,0.653,3,1,6,1,0
NH13_010,25.549353,94.584763,0.21,0.54,0.83,1.22,23.6,80.9,0.419,43.1,0.5245,3.2,0.8673,7.51,315.5,0.442,2,1,4,2,1
NH13_010,29.033852,94.882481,0.25,0.77,1.03,1.56,24.0,68.6,0.914,17.6,0.4785,16.1,0.6064,7.06,1033.3,0.516,4,0,5,0,0
SH02_001,25.684904,93.088156,0.94,1.21,2.41,3.32,18.3,70.7,0.4142,40.2,0.627,27.6,0.3734,5.65,1517.8,7.771,3,1,3,1,0
NH13_005,25.089985,95.844545,0.54,1.4,2.29,3.77,28.7,65.6,0.3761,41.4,0.846,29.2,0.1968,4.52,324.5,0.775,3,1,3,1,0
SH02_001,29.250123,93.621738,1.9,4.1,6.29,10.51,23.0,26.6,0.7477,33.1,0.4686,13.2,0.7485,11.8,462.9,4.945,1,1,4,0,0
SH02_001,28.458083,91.900309,1.39,3.19,4.06,5.89,22.7,63.6,0.3012,50.8,0.3247,20.3,0.4282,3.31,1071.6,1.777,6,2,4,3,0
NH37_003,25.887257,97.04273,2.04,5.08,6.82,12.41,18.0,62.9,0.6641,33.9,0.7553,7.7,0.8774,28.91,208.7,1.992,2,2,3,5,1
NH13_005,28.627875,96.969139,3.56,4.49,9.58,13.89,21.2,83.4,0.6421,36.7,0.8472,24.3,0.2666,32.92,2392.0,2.467,1,1,7,2,0
NH13_005,26.853478,90.436285,5.11,9.66,15.84,20.84,27.8,62.5,0.2671,47.8,0.7097,13.1,0.7309,15.58,1761.3,2.136,4,2,7,3,0
NH13_009,25.907139,96.984826,0.05,0.15,0.33,0.51,27.9,72.4,0.8012,23.6,0.8775,19.5,0.3942,12.24,3285.0,8.669,3,2,1,7,0
NH37_003,28.617864,95.671214,0.41,0.77,0.8,1.52,19.4,68.3,0.4606,40.3,0.5548,25.1,0.3474,5.34,3098.2,2.795,2,2,5,0,0
NH13_005,28.136908,90.52116,2.78,8.88,11.23,16.07,17.4,76.4,0.5569,38.2,0.8423,7.9,0.616,1.19,3289.9,3.715,4,0,2,1,0
NH15_004,25.638312,93.698805,1.18,3.48,7.56,9.93,27.3,55.7,0.5847,37.9,0.7375,16.6,0.4571,27.12,1694.8,2.249,1,1,5,0,0
NH13_004,27.336732,89.969125,6.95,16.05,16.22,29.01,23.8,36.2,0.8595,22.7,0.6298,28.6,0.2468,11.88,3011.6,1.027,3,0,5,1,0
NH37_002,26.031646,94.234199,0.21,0.43,0.58,0.85,27.3,62.0,0.2665,40.7,0.6719,8.8,0.5955,9.91,402.0,14.133,1,0,2,1,0
NH13_001,24.005786,96.885545,0.43,1.25,2.12,3.8,16.2,83.1,0.7881,29.4,0.7936,19.6,0.3108,22.98,781.5,5.815,1,0,3,1,0
NH27_002,29.289987,92.535215,0.83,1.8,3.64,4.88,21.9,64.1,0.7078,22.4,0.6691,16.7,0.4455,7.75,1771.3,0.685,0,0,4,2,0
NH13_002,27.02296,93.616414,2.6,3.44,5.37,9.33,27.3,50.8,0.3602,43.7,0.5284,25.3,0.2241,13.07,2394.6,2.864,2,1,1,3,0
NH13_006,27.291379,91.452215,1.82,2.81,5.35,7.77,17.7,44.3,0.2256,42.9,0.5283,26.5,0.1761,10.26,2035.4,0.626,3,1,4,4,1
NH13_006,27.299403,93.865286,2.95,5.7,9.64,14.25,33.3,91.1,0.1284,60.3,0.8017,10.1,0.6362,40.02,852.5,0.722,2,2,4,1,1
NH27_005,27.028528,95.879825,1.26,3.6,3.85,6.29,31.8,93.6,0.4007,47.8,0.3742,1.3,0.9525,0.24,268.2,7.819,1,1,2,0,0
NH13_002,25.595263,91.357489,11.19,18.53,38.86,50.46,20.8,63.4,0.4334,46.8,0.7586,13.6,0.6541,8.63,174.0,0.542,3,2,6,2,0
NH15_003,29.343669,93.961848,18.19,45.58,60.75,78.86,20.8,34.1,0.6126,29.2,0.5845,16.1,0.4558,1.27,1942.8,1.473,1,2,4,2,0
NH37_003,27.419176,92.430753,0.18,0.72,0.93,1.54,23.9,76.7,0.2208,43.7,0.557,7.5,0.8994,1.26,1292.2,8.276,2,0,7,2,0
NH37_001,27.690067,95.458615,1.31,3.58,4.76,7.87,23.0,61.5,0.7221,41.6,0.3067,22.7,0.2943,6.96,3084.1,0.881,5,0,3,0,0
NH27_001,26.50136,95.105698,4.64,11.34,15.73,22.58,29.3,40.8,0.3281,47.3,0.6309,21.6,0.4273,10.08,3193.8,3.658,3,1,3,0,0
NH27_005,25.583238,95.08068,4.13,9.08,9.81,16.77,16.7,79.3,0.1363,45.0,0.6887,16.0,0.4399,7.9,1099.6,0.236,3,0,5,4,0
NH15_002,24.353919,92.609084,1.04,2.45,2.47,4.17,16.8,94.5,0.3289,44.6,0.7477,22.6,0.244,3.13,1389.9,2.818,2,2,1,0,0
NH27_005,25.926266,94.314451,2.33,3.18,5.34,10.56,23.6,82.8,0.7109,27.0,0.6149,14.7,0.5703,17.65,873.2,0.147,8,1,3,0,0
NH13_010,24.968536,94.713356,0.17,0.34,0.43,0.81,25.0,79.4,0.2102,55.1,0.7534,8.7,0.5841,0.46,1205.8,3.87,6,1,0,0,1
SH03_001,27.641485,94.942268,1.25,2.54,5.02,7.19,21.8,68.9,0.4567,36.0,0.1624,18.0,0.5482,23.98,2592.6,5.589,5,1,5,0,1
NH37_001,28.834521,94.129474,0.26,0.33,0.57,0.96,27.4,68.9,0.4513,39.3,0.885,7.9,0.7194,15.68,80.0,10.169,2,2,3,1,0
NH27_003,25.665152,96.374397,4.26,5.18,7.89,15.05,30.2,84.0,0.4298,46.0,0.4866,21.0,0.4861,0.11,3374.3,0.553,3,1,6,1,0
SH01_002,25.830854,91.615749,0.42,0.79,1.21,1.55,26.5,57.0,0.633,35.7,0.6239,2.4,0.8807,9.84,2104.4,3.722,5,1,6,0,0
NH27_004,27.687005,90.129712,2.55,2.93,5.47,9.28,24.2,93.4,0.7622,27.1,0.6239,11.0,0.758,35.75,2839.9,2.446,1,0,6,1,0
SH01_001,24.820993,97.111277,3.25,6.37,6.5,11.55,20.7,46.6,0.3873,39.0,0.4911,11.4,0.6158,0.12,747.5,0.481,5,0,3,2,1
NH37_002,29.111906,90.16765,1.15,4.32,5.4,8.22,22.5,65.0,0.9334,23.8,0.6036,3.6,1.0,7.88,988.1,0.401,1,0,3,3,0
NH13_002,26.001157,96.652759,0.62,1.29,2.29,3.05,13.8,87.0,0.1861,43.0,0.7428,23.1,0.3804,41.27,690.1,1.294,5,1,3,2,0
NH15_005,24.556597,94.414594,1.14,2.35,4.19,5.5,14.9,79.5,0.3665,46.9,0.4371,28.6,0.2081,4.01,2074.8,2.878,2,1,2,1,1
NH13_006,24.960762,96.774301,7.61,19.44,22.84,38.61,29.6,35.8,0.3824,44.7,0.8056,3.2,1.0,0.74,407.8,5.121,7,0,9,1,0
